product_22,382.4,5,2024-04-18
product_7,246.14,7,2024-04-19
product_49,397.66,5,2024-02-24
product_48,145.85,8,2024-03-25
product_27,93.35,1,2024-04-01
product_13,236.53,5,2024-03-10
product_48,179.63,2,2024-01-14
product_6,46.11,6,2024-04-27
product_13,21.7,4,2024-01-29
product_14,52.56,4,2024-05-01
product_21,281.37,6,2024-01-16
product_48,137.75,4,2024-03-31
product_2,368.86,5,2024-03-13
product_26,239.14,6,2024-06-23
product_10,78.03,10,2024-03-20
product_16,359.25,7,2024-02-24
product_3,433.31,5,2024-04-20
product_22,135.38,1,2024-02-10
product_10,495.72,10,2024-04-12
product_20,269.75,6,2024-03-02
product_5,223.08,5,2024-01-30
product_31,422.02,4,2024-01-18
product_42,238.73,2,2024-01-18
product_32,397.76,4,2024-05-12
product_2,448.71,5,2024-04-11
product_39,238.02,1,2024-03-30
product_41,78.61,6,2024-02-09
product_24,395.96,7,2024-04-02
product_1,293.12,4,2024-01-10
product_26,296.05,3,2024-03-13
product_14,146.78,7,2024-04-08
product_9,73.73,7,2024-01-10
product_19,419.73,8,2024-06-02
product_50,417.21,10,2024-06-26
product_14,339.44,6,2024-04-25
product_28,399.65,8,2024-01-28
product_3,373.18,8,2024-02-25
product_32,22.31,4,2024-05-15
product_9,306.62,5,2024-01-08
product_9,251.68,9,2024-01-16
product_28,437.62,3,2024-04-26
product_27,494.02,2,2024-05-12
product_32,318.53,6,2024-01-18
product_29,311.36,10,2024-06-28
product_13,11.45,6,2024-02-20
product_6,340.27,6,2024-04-18
product_33,235.52,4,2024-01-22
product_24,407.87,10,2024-02-17
product_50,482.2,1,2024-04-18
product_10,324.17,10,2024-04-09
product_18,281.12,9,2024-05-13
product_15,237.98,7,2024-04-08
product_42,372.98,2,2024-01-01
product_25,494.47,7,2024-05-22
product_49,288.91,1,2024-04-26
product_37,153.34,9,2024-01-02
product_17,105.37,3,2024-03-20
product_34,407.58,4,2024-03-14
product_6,64.93,5,2024-02-15
product_25,49.61,7,2024-03-04
product_35,432.48,9,2024-02-24
product_41,417.05,2,2024-06-02
product_47,385.23,9,2024-02-17
product_40,473.28,6,2024-03-13
product_49,46.78,10,2024-05-01
product_29,177.71,8,2024-05-15
product_3,375.55,2,2024-02-24
product_35,36.88,8,2024-05-18
product_25,366.57,3,2024-04-30
product_31,257.11,8,2024-06-28
product_50,64.18,5,2024-02-04
product_49,459.98,8,2024-05-22
product_9,32.92,10,2024-06-20
product_35,441.52,1,2024-05-12
product_5,198.11,1,2024-01-07
product_5,81.91,8,2024-05-08
product_19,260.66,2,2024-06-28
product_33,237.61,7,2024-01-29
product_16,413.45,8,2024-04-19
product_18,256.25,5,2024-01-20
product_44,355.09,2,2024-06-26
product_11,44.19,6,2024-03-04
product_48,373.55,2,2024-06-24
product_23,97.87,10,2024-02-03
product_26,197.54,6,2024-03-17
product_38,166.03,4,2024-02-17
product_15,218.65,6,2024-02-21
product_7,305.22,6,2024-06-29
product_29,191.49,1,2024-01-21
product_21,381.82,1,2024-01-18
product_33,88.4,8,2024-05-02
product_34,123.54,1,2024-06-07
product_6,35.51,2,2024-05-18
product_20,115.77,3,2024-03-13
product_10,422.67,1,2024-05-31
product_21,427.61,2,2024-05-20
product_25,340.86,9,2024-03-05
product_37,232.89,3,2024-05-06
product_29,124.99,7,2024-01-31
product_27,134.76,4,2024-02-16
product_34,93.67,9,2024-03-08
product_10,486.08,10,2024-03-21
product_48,56.88,7,2024-04-29
product_49,118.65,10,2024-01-28
product_10,151.19,10,2024-04-20
product_43,350.63,6,2024-01-27
product_13,342.61,2,2024-01-21
product_31,438.92,10,2024-06-19
product_34,28.47,2,2024-04-24
product_32,383.73,4,2024-03-14
product_37,368.58,3,2024-02-12
product_1,311.01,2,2024-04-18
product_23,63.09,7,2024-04-15
product_3,437.45,1,2024-05-10
product_6,134.73,1,2024-05-14
product_34,380.27,5,2024-06-02
product_5,90.23,6,2024-04-27
product_17,327.99,3,2024-02-18
product_6,380.88,10,2024-06-25
product_29,229.45,1,2024-06-16
product_17,362.67,2,2024-04-04
product_15,63.35,10,2024-04-11
product_31,424.57,7,2024-04-01
product_10,219.81,5,2024-05-16
product_45,416.46,2,2024-02-11
product_5,82.45,8,2024-05-16
product_41,61.83,8,2024-05-25
product_44,498.4,4,2024-03-09
product_1,99.32,10,2024-03-31
product_50,234.44,7,2024-02-01
product_38,131.93,5,2024-02-26
product_44,419.11,3,2024-06-15
product_27,96.82,2,2024-05-14
product_44,421.84,2,2024-02-23
product_13,485.38,8,2024-03-08
product_21,46.44,8,2024-05-31
product_35,165.04,8,2024-06-14
product_3,442.43,4,2024-02-12
product_14,193.15,7,2024-02-29
product_1,124.08,9,2024-04-19
product_49,219.43,5,2024-05-30
product_4,259.67,2,2024-04-21
product_19,220.17,10,2024-06-13
product_43,293.36,7,2024-01-27
product_11,461.62,10,2024-05-01
product_27,458.26,5,2024-05-09
product_48,197.64,3,2024-04-15
product_16,463.69,6,2024-01-25
product_13,414.15,5,2024-01-27
product_29,284.5,2,2024-03-24
product_1,241.98,4,2024-04-29
product_44,236.19,9,2024-02-26
product_25,46.1,9,2024-02-06
product_46,269.75,6,2024-02-06
product_20,309.51,9,2024-01-04
product_27,241.54,9,2024-06-14
product_10,310.57,6,2024-01-04
product_48,469.21,2,2024-03-28
product_11,21.52,7,2024-06-02
product_47,138.74,4,2024-05-31
product_23,11.21,3,2024-04-01
product_7,173.82,1,2024-04-01
product_30,93.85,5,2024-02-06
product_13,26.62,4,2024-04-14
product_10,53.53,6,2024-05-09
product_28,378.49,10,2024-05-24
product_6,17.13,6,2024-04-24
product_9,212.79,5,2024-03-13
product_45,272.93,8,2024-06-02
product_28,231.12,4,2024-04-05
product_10,205.77,4,2024-04-23
product_28,213.08,10,2024-05-13
product_10,166.14,6,2024-02-05
product_50,357.84,2,2024-02-25
product_43,265.29,2,2024-02-23
product_46,104.75,10,2024-02-09
product_1,85.05,6,2024-01-30
product_9,219.48,10,2024-06-11
product_13,446.75,9,2024-04-21
product_32,28.03,5,2024-06-12
product_22,14.5,8,2024-04-18
product_22,421.44,5,2024-04-24
product_10,209.06,5,2024-06-22
product_5,287.39,5,2024-02-11
product_17,115.68,2,2024-03-21
product_32,461.53,3,2024-06-10
product_45,191.26,5,2024-01-26
product_50,498.35,4,2024-02-14
product_30,394.9,1,2024-01-03
product_35,417.86,2,2024-05-22
product_44,314.08,5,2024-04-27
product_24,386.23,3,2024-02-23
product_48,44.4,9,2024-05-03
product_26,94.28,4,2024-05-14
product_5,276.45,8,2024-03-11
product_27,301.72,8,2024-04-06
product_4,74.49,2,2024-06-09
product_47,393.11,1,2024-02-19
product_37,48.61,4,2024-06-15
product_46,392.19,8,2024-03-14
product_14,400.81,10,2024-06-14
product_47,354.01,3,2024-05-14
product_13,115.85,6,2024-01-14
product_5,182.64,6,2024-03-05
product_13,441.35,4,2024-02-21
product_45,460.15,6,2024-03-31
product_16,306.43,5,2024-05-13
product_24,396.89,9,2024-06-03
product_3,49.56,6,2024-05-12
product_11,32.87,9,2024-03-09
product_47,155.21,2,2024-02-26
product_21,242.2,4,2024-01-11
product_28,220.62,8,2024-04-12
product_25,391.59,6,2024-06-16
product_10,420.54,6,2024-01-06
product_15,367.34,4,2024-02-13
product_24,411.76,9,2024-03-12
product_13,37.18,9,2024-03-09
product_13,124.6,9,2024-05-17
product_50,435.87,3,2024-02-08
product_18,109.03,4,2024-01-13
product_41,339.55,5,2024-06-08
product_1,357.4,8,2024-01-08
product_32,403.93,4,2024-04-26
product_23,258.19,7,2024-04-16
product_31,46.75,9,2024-01-14
product_40,321.09,10,2024-02-02
product_26,134.6,1,2024-04-01
product_39,29.26,1,2024-01-29
product_38,271.96,6,2024-02-17
product_23,250.78,6,2024-03-10
product_42,77.82,2,2024-06-26
product_8,63.05,2,2024-06-08
product_17,94.75,10,2024-04-16
product_20,33.96,6,2024-01-15
product_39,104.34,6,2024-05-24
product_29,483.11,8,2024-06-08
product_27,362.37,10,2024-04-23
product_35,201.9,1,2024-04-29
product_17,132.71,3,2024-04-16
product_3,331.76,7,2024-02-24
product_37,329.86,6,2024-04-10
product_41,394.35,3,2024-03-12
product_26,133.09,5,2024-01-31
product_3,244.33,1,2024-06-28
product_40,318.68,10,2024-05-22
product_37,493.35,10,2024-04-11
product_30,403.94,6,2024-04-09
product_30,402.96,9,2024-05-14
product_19,77.42,5,2024-02-21
product_14,19.88,6,2024-05-30
product_1,279.54,7,2024-02-08
product_40,260.36,2,2024-01-15
product_37,326.65,10,2024-05-31
product_44,483.54,8,2024-02-20
product_46,469.39,10,2024-05-10
product_44,359.91,7,2024-04-23
product_27,440.39,1,2024-02-04
product_36,266.46,5,2024-06-21
product_33,362.48,7,2024-02-07
product_34,128.44,10,2024-06-26
product_37,308.7,5,2024-04-30
product_42,335.14,2,2024-05-31
product_18,31.7,8,2024-04-10
product_33,55.25,9,2024-02-06
product_48,199.85,8,2024-04-01
product_16,108.62,6,2024-02-15
product_26,331.87,4,2024-01-02
product_48,438.75,9,2024-05-11
product_22,473.49,6,2024-01-26
product_45,109.61,7,2024-05-29
product_9,396.64,4,2024-06-19
product_37,79.74,1,2024-06-17
product_34,340.69,10,2024-03-12
product_46,65.82,6,2024-02-03
product_8,212.16,6,2024-06-20
product_47,216.97,6,2024-01-29
product_46,97.09,7,2024-04-28
product_39,493.76,2,2024-04-18
product_18,87.13,10,2024-01-26
product_39,290.15,2,2024-02-05
product_39,32.62,10,2024-05-13
product_33,188.13,5,2024-05-07
product_37,278.57,6,2024-02-16
product_25,358.98,7,2024-04-24
product_28,152.95,2,2024-01-21
product_41,458.07,5,2024-04-07
product_8,58.88,2,2024-05-02
product_20,91.34,8,2024-01-19
product_19,196.05,8,2024-06-17
product_32,68.71,2,2024-05-05
product_50,486.41,7,2024-06-16
product_15,42.84,5,2024-06-18
product_13,83.16,5,2024-04-24
product_43,119.6,7,2024-05-01
product_46,295.19,3,2024-03-27
product_21,242.0,5,2024-03-08
product_30,336.26,2,2024-03-04
product_13,364.13,5,2024-03-04
product_45,359.75,1,2024-03-17
product_43,243.07,3,2024-05-30
product_46,55.43,9,2024-06-20
product_19,18.65,10,2024-01-17
product_44,182.73,10,2024-03-12
product_22,394.09,8,2024-04-08
product_9,106.68,3,2024-01-02
product_8,168.28,4,2024-05-23
product_2,87.58,8,2024-02-17
product_31,360.66,10,2024-03-28
product_12,134.67,7,2024-03-26
product_11,129.92,1,2024-01-05
product_40,27.44,2,2024-01-19
product_20,223.86,10,2024-05-05
product_35,147.52,8,2024-03-29
product_50,237.83,1,2024-01-15
product_27,302.57,7,2024-01-16
product_6,213.03,9,2024-03-12
product_8,279.09,6,2024-04-05
product_24,415.09,3,2024-06-26
product_35,480.97,3,2024-05-11
product_12,314.82,2,2024-05-03
product_11,260.91,8,2024-01-02
product_19,249.71,2,2024-04-05
product_29,145.01,6,2024-02-26
product_10,491.16,1,2024-06-27
product_12,326.73,2,2024-03-06
product_47,224.47,9,2024-06-04
product_4,324.14,6,2024-04-23
product_8,419.38,8,2024-01-18
product_24,127.52,5,2024-03-10
product_8,171.21,2,2024-06-03
product_30,106.53,2,2024-03-22
product_41,418.74,1,2024-05-19
product_29,414.78,7,2024-02-27
product_38,158.15,1,2024-03-20
product_13,282.27,4,2024-06-17
product_30,391.53,7,2024-06-04
product_45,101.05,9,2024-05-09
product_25,400.39,4,2024-06-28
product_45,14.46,5,2024-02-03
product_48,172.94,8,2024-05-11
product_2,175.5,6,2024-06-12
product_28,292.89,10,2024-02-17
product_14,69.19,5,2024-04-09
product_38,92.43,3,2024-01-28
product_25,237.56,5,2024-01-01
product_15,308.88,2,2024-06-22
product_30,449.19,2,2024-02-24
product_14,164.01,3,2024-03-25
product_43,272.88,7,2024-04-03
product_28,21.01,9,2024-03-21
product_33,380.25,10,2024-01-16
product_41,430.42,8,2024-05-26
product_31,488.36,3,2024-01-15
product_18,453.09,2,2024-02-23
product_31,95.53,5,2024-06-24
product_13,53.97,5,2024-05-08
product_21,221.92,3,2024-06-12
product_5,162.08,8,2024-01-30
product_47,252.9,1,2024-06-03
product_5,498.15,9,2024-03-26
product_50,165.43,9,2024-03-31
product_29,145.75,4,2024-04-17
product_45,92.88,6,2024-03-10
product_47,188.09,2,2024-04-10
product_42,133.17,2,2024-04-28
product_21,480.68,1,2024-01-31
product_23,235.75,3,2024-03-17
product_33,394.74,5,2024-01-05
product_19,491.5,9,2024-06-23
product_15,474.5,9,2024-05-26
product_49,280.82,8,2024-01-12
product_50,470.91,7,2024-03-19
product_27,452.47,8,2024-05-01
product_36,394.26,8,2024-06-20
product_12,189.83,8,2024-06-16
product_15,260.49,8,2024-01-30
product_23,451.04,4,2024-04-11
product_38,344.03,4,2024-03-24
product_43,292.22,9,2024-04-01
product_38,69.98,7,2024-02-05
product_35,381.33,8,2024-02-05
product_50,465.02,10,2024-05-01
product_33,403.86,8,2024-03-30
product_39,269.77,7,2024-01-30
product_39,258.8,7,2024-03-07
product_6,118.74,4,2024-06-26
product_11,184.17,1,2024-05-11
product_25,314.01,7,2024-03-08
product_2,26.65,9,2024-01-02
product_11,301.26,1,2024-03-20
product_8,162.02,2,2024-06-24
product_38,100.91,5,2024-03-03
product_4,281.69,9,2024-02-25
product_25,41.9,5,2024-05-06
product_26,401.24,6,2024-04-29
product_40,362.49,2,2024-02-06
product_34,107.09,3,2024-04-05
product_22,337.39,1,2024-01-12
product_14,273.87,10,2024-05-24
product_27,116.66,3,2024-04-21
product_36,490.52,8,2024-02-18
product_4,117.38,2,2024-03-24
product_1,196.25,5,2024-05-01
product_37,112.47,2,2024-01-08
product_4,349.66,4,2024-03-15
product_39,474.82,4,2024-02-27
product_13,277.53,10,2024-01-31
product_44,240.83,8,2024-04-26
product_6,18.49,6,2024-05-14
product_40,411.21,6,2024-03-04
product_17,300.88,6,2024-04-03
product_24,169.26,4,2024-05-18
product_46,366.76,9,2024-04-16
product_5,307.62,2,2024-02-21
product_17,98.16,1,2024-03-04
product_5,259.63,4,2024-04-30
product_3,340.13,4,2024-04-22
product_43,370.09,7,2024-01-27
product_1,270.37,6,2024-03-14
product_30,45.36,7,2024-04-18
product_39,484.97,5,2024-05-14
product_6,375.65,7,2024-01-06
product_17,155.94,8,2024-04-06
product_42,326.53,5,2024-02-18
product_44,365.5,3,2024-01-14
product_17,319.4,2,2024-04-18
product_17,290.64,8,2024-04-04
product_15,51.86,6,2024-06-09
product_39,82.29,1,2024-05-05
product_2,180.79,7,2024-05-28
product_28,230.03,5,2024-05-13
product_36,476.26,2,2024-03-24
product_29,403.93,4,2024-02-24
product_14,334.24,7,2024-06-24
product_4,267.16,9,2024-02-06
product_12,121.27,5,2024-03-28
product_22,409.22,7,2024-05-16
product_13,92.31,2,2024-06-06
product_21,70.14,7,2024-02-06
product_30,479.87,2,2024-04-07
product_26,457.61,10,2024-04-03
product_20,165.0,6,2024-06-08
product_49,270.11,5,2024-05-03
product_23,418.68,9,2024-06-05
product_50,272.6,1,2024-01-12
product_14,249.11,3,2024-03-24
product_10,149.47,5,2024-02-22
product_7,46.65,4,2024-05-28
product_7,441.3,6,2024-04-07
product_9,391.5,2,2024-05-15
product_45,249.15,7,2024-01-30
product_21,339.42,2,2024-03-23
product_1,359.79,9,2024-06-10
product_32,358.58,6,2024-01-07
product_26,395.11,6,2024-03-27
product_31,226.1,7,2024-05-06
product_35,490.25,6,2024-02-12
product_37,426.09,4,2024-02-25
product_32,200.03,8,2024-04-08
product_31,129.25,10,2024-05-07
product_35,298.48,10,2024-01-18
product_4,437.46,5,2024-04-06
product_25,67.58,10,2024-06-25
product_39,129.02,5,2024-06-18
product_50,352.88,10,2024-01-20
product_19,437.55,2,2024-03-23
product_38,388.21,9,2024-06-09
product_5,134.97,10,2024-02-16
product_47,64.27,7,2024-03-30
product_14,406.55,6,2024-03-13
product_14,16.89,6,2024-05-06
product_37,245.43,9,2024-04-29
product_19,435.47,8,2024-06-20
product_45,204.37,2,2024-02-10
product_14,233.24,6,2024-01-14
product_42,229.71,7,2024-02-21
product_32,253.18,5,2024-06-08
product_13,310.18,6,2024-06-02
product_29,487.7,9,2024-05-22
product_15,163.39,5,2024-01-05
product_42,363.02,10,2024-01-06
product_37,441.68,4,2024-01-10
product_12,99.35,8,2024-01-02
product_9,384.12,8,2024-03-22
product_29,275.99,4,2024-05-20
product_24,469.33,6,2024-02-24
product_35,405.45,3,2024-01-30
product_12,445.29,7,2024-03-05
product_42,267.52,9,2024-06-18
product_29,276.48,10,2024-05-14
product_10,453.24,7,2024-02-02
product_3,164.81,8,2024-06-24
product_45,349.57,1,2024-03-25
product_2,337.45,3,2024-04-29
product_6,240.74,4,2024-03-09
product_18,241.51,3,2024-03-04
product_40,402.94,7,2024-01-31
product_49,477.24,2,2024-02-27
product_44,279.69,2,2024-05-30
product_8,225.8,7,2024-03-07
product_16,12.07,8,2024-01-06
product_35,193.72,9,2024-05-17
product_16,163.44,4,2024-06-29
product_9,141.23,8,2024-03-14
product_27,68.01,6,2024-03-08
product_11,203.18,5,2024-01-29
product_38,259.54,5,2024-05-11
product_6,73.48,8,2024-04-24
product_30,471.06,9,2024-05-19
product_24,228.44,5,2024-01-31
product_41,236.79,9,2024-03-06
product_27,333.09,9,2024-03-13
product_15,289.5,8,2024-03-08
product_48,429.86,7,2024-02-13
product_13,167.26,6,2024-02-19
product_25,208.65,4,2024-05-31
product_12,441.36,2,2024-05-11
product_29,12.46,10,2024-02-03
product_31,207.61,9,2024-04-14
product_1,322.2,9,2024-04-01
product_48,464.8,6,2024-06-14
product_45,164.6,3,2024-01-16
product_43,62.77,2,2024-01-11
product_32,166.72,8,2024-05-05
product_30,354.66,8,2024-03-07
product_45,398.43,2,2024-06-07
product_24,159.9,5,2024-03-11
product_12,489.1,6,2024-01-01
product_43,253.65,4,2024-04-04
product_14,169.97,8,2024-06-17
product_11,91.47,9,2024-06-16
product_40,280.29,2,2024-02-22
product_30,205.16,7,2024-01-25
product_46,368.2,3,2024-05-27
product_32,227.2,7,2024-01-23
product_2,142.22,5,2024-06-13
product_21,154.63,4,2024-03-27
product_3,255.44,7,2024-05-10
product_7,359.68,10,2024-01-17
product_48,154.27,2,2024-02-20
product_37,202.01,7,2024-02-22
product_8,448.46,1,2024-06-15
product_35,98.75,2,2024-04-10
product_5,134.39,10,2024-06-09
product_45,60.7,1,2024-03-31
product_14,483.39,5,2024-05-13
product_36,196.34,9,2024-01-15
product_27,137.13,10,2024-03-22
product_37,20.07,10,2024-01-20
product_36,129.1,10,2024-03-23
product_26,385.9,5,2024-01-10
product_45,318.63,10,2024-03-11
product_30,309.4,9,2024-06-12
product_34,59.4,8,2024-04-23
product_21,337.64,8,2024-01-22
product_44,22.22,10,2024-02-25
product_31,144.72,2,2024-04-03
product_13,427.95,9,2024-02-24
product_31,131.26,8,2024-06-20
product_28,151.27,6,2024-04-09
product_38,259.17,3,2024-04-26
product_42,328.37,2,2024-05-23
product_9,287.74,10,2024-05-30
product_29,36.38,4,2024-01-23
product_7,254.86,8,2024-04-03
product_37,257.81,10,2024-03-30
product_14,171.96,5,2024-01-13
product_8,254.28,8,2024-01-26
product_43,179.39,6,2024-06-14
product_39,414.72,5,2024-03-25
product_2,349.6,10,2024-04-23
product_47,201.35,2,2024-01-20
product_41,311.96,9,2024-05-30
product_1,239.85,4,2024-01-04
product_14,168.86,1,2024-05-08
product_18,48.9,9,2024-05-03
product_36,150.81,6,2024-05-20
product_22,181.54,5,2024-01-25
product_9,240.21,1,2024-06-11
product_28,355.61,1,2024-02-14
product_17,89.56,7,2024-04-04
product_29,92.51,7,2024-06-29
product_2,161.13,6,2024-04-15
product_9,47.0,3,2024-01-31
product_22,240.52,3,2024-01-20
product_32,231.72,8,2024-05-14
product_24,479.33,8,2024-05-17
product_37,485.7,6,2024-01-20
product_3,217.81,2,2024-06-05
product_49,31.78,9,2024-01-08
product_14,43.61,10,2024-02-25
product_22,243.11,10,2024-04-05
product_50,231.07,10,2024-02-14
product_6,383.89,1,2024-03-22
product_19,320.57,5,2024-05-26
product_48,28.32,1,2024-02-28
product_10,292.17,2,2024-04-09
product_14,180.56,6,2024-05-31
product_27,304.13,4,2024-06-09
product_3,152.18,3,2024-05-26
product_26,209.97,7,2024-02-13
product_2,365.8,7,2024-04-08
product_32,178.42,10,2024-01-29
product_43,93.93,7,2024-05-02
product_7,261.43,10,2024-06-01
product_3,41.15,7,2024-02-17
product_15,137.91,3,2024-05-26
product_20,121.66,7,2024-02-11
product_26,455.16,3,2024-05-12
product_19,222.82,6,2024-05-05
product_32,283.05,1,2024-06-02
product_17,69.84,6,2024-05-07
product_18,372.92,8,2024-04-16
product_25,154.24,4,2024-02-28
product_22,271.47,2,2024-05-30
product_1,385.44,1,2024-05-06
product_15,422.59,2,2024-03-17
product_41,137.23,2,2024-05-15
product_4,10.97,10,2024-02-04
product_30,214.91,6,2024-06-17
product_23,138.64,6,2024-04-23
product_24,174.16,2,2024-04-25
product_25,70.27,2,2024-03-28
product_10,486.29,2,2024-02-01
product_29,121.5,3,2024-06-23
product_29,13.93,6,2024-02-13
product_14,115.56,7,2024-04-01
product_4,488.32,9,2024-01-10
product_19,272.48,3,2024-04-08
product_48,65.32,10,2024-06-15
product_43,28.77,9,2024-03-03
product_17,160.37,10,2024-04-10
product_38,284.27,7,2024-02-25
product_46,175.14,8,2024-01-05
product_10,224.43,7,2024-05-15
product_48,265.61,6,2024-01-28
product_30,22.96,10,2024-04-24
product_9,488.25,6,2024-03-02
product_21,286.7,2,2024-06-13
product_5,284.39,1,2024-02-09
product_32,244.93,2,2024-01-31
product_30,13.53,2,2024-01-02
product_26,450.2,2,2024-01-18
product_41,188.59,10,2024-06-08
product_46,344.52,1,2024-05-21
product_38,141.99,5,2024-02-17
product_4,261.4,7,2024-04-28
product_37,319.47,6,2024-03-14
product_44,161.74,9,2024-01-22
product_32,113.31,9,2024-04-27
product_13,327.91,4,2024-04-07
product_1,149.27,1,2024-01-27
product_39,321.16,3,2024-05-16
product_20,472.58,1,2024-05-14
product_48,356.04,10,2024-04-12
product_10,293.59,2,2024-01-07
product_16,262.55,9,2024-06-16
product_13,29.88,5,2024-02-08
product_17,464.25,3,2024-05-18
product_9,135.97,3,2024-04-12
product_45,400.58,3,2024-05-22
product_12,370.92,4,2024-03-13
product_22,311.34,1,2024-03-24
product_43,53.27,5,2024-06-09
product_16,274.75,10,2024-02-14
product_27,437.57,1,2024-06-06
product_24,309.53,6,2024-05-16
product_47,206.61,1,2024-04-14
product_15,478.83,3,2024-05-21
product_22,470.45,8,2024-02-09
product_8,361.81,2,2024-03-23
product_46,389.53,2,2024-01-31
product_12,255.64,10,2024-02-15
product_28,301.74,3,2024-04-03
product_46,487.22,2,2024-02-17
product_49,313.4,3,2024-05-28
product_19,210.06,10,2024-02-18
product_36,100.19,2,2024-01-15
product_37,245.21,10,2024-04-26
product_7,484.05,3,2024-02-03
product_20,208.21,10,2024-05-23
product_34,114.86,3,2024-04-05
product_47,431.28,3,2024-03-14
product_37,34.41,6,2024-02-12
product_7,214.58,2,2024-05-20
product_27,469.52,6,2024-02-01
product_36,87.56,10,2024-01-25
product_44,461.68,9,2024-05-10
product_22,491.76,9,2024-06-01
product_1,43.38,8,2024-03-16
product_34,107.59,7,2024-02-08
product_3,32.16,10,2024-05-25
product_36,340.11,8,2024-04-16
product_5,398.03,9,2024-02-27
product_30,382.6,2,2024-02-12
product_21,67.0,6,2024-03-12
product_24,152.19,7,2024-02-20
product_15,296.94,6,2024-05-08
product_10,166.87,1,2024-03-03
product_3,175.83,2,2024-05-23
product_42,393.89,5,2024-06-29
product_7,184.97,6,2024-06-05
product_6,264.4,8,2024-05-21
product_41,383.57,3,2024-01-28
product_28,134.64,6,2024-05-29
product_7,62.12,9,2024-01-25
product_30,339.23,4,2024-03-14
product_3,193.21,3,2024-03-05
product_12,192.8,5,2024-02-11
product_39,182.88,6,2024-02-14
product_48,484.68,9,2024-02-29
product_25,175.95,10,2024-04-20
product_50,175.04,2,2024-06-10
product_19,63.38,9,2024-06-11
product_9,452.09,3,2024-01-17
product_32,179.65,2,2024-02-05
product_15,401.29,7,2024-02-08
product_3,166.57,2,2024-05-30
product_3,272.78,4,2024-03-13
product_46,240.67,4,2024-04-02
product_36,477.4,8,2024-05-27
product_31,321.29,5,2024-03-21
product_34,70.83,5,2024-01-14
product_49,190.33,4,2024-01-09
product_47,234.49,6,2024-06-13
product_12,169.91,4,2024-05-27
product_34,336.5,5,2024-01-15
product_27,389.36,6,2024-06-09
product_49,319.06,10,2024-05-17
product_45,66.72,10,2024-02-27
product_26,253.73,9,2024-02-23
product_20,361.95,3,2024-05-19
product_23,287.05,7,2024-05-16
product_30,431.32,9,2024-05-10
product_3,18.84,7,2024-04-08
product_37,255.18,1,2024-04-27
product_23,85.98,9,2024-02-28
product_19,77.31,10,2024-05-05
product_5,155.09,10,2024-06-20
product_2,44.66,3,2024-01-29
product_16,390.43,9,2024-01-31
product_23,107.14,8,2024-05-02
product_44,477.2,8,2024-01-22
product_10,399.25,9,2024-03-05
product_41,482.37,10,2024-01-27
product_29,102.28,9,2024-06-09
product_17,281.09,8,2024-03-18
product_26,41.42,8,2024-02-18
product_36,343.33,3,2024-01-17
product_3,160.59,1,2024-05-03
product_19,334.36,10,2024-06-09
product_32,491.37,6,2024-02-25
product_18,182.94,8,2024-01-20
product_41,348.3,7,2024-03-22
product_31,35.87,10,2024-05-01
product_19,126.09,9,2024-03-26
product_25,204.38,5,2024-06-28
product_15,479.23,9,2024-02-29
product_4,291.53,1,2024-02-11
product_49,293.31,8,2024-03-10
product_7,231.41,6,2024-03-02
